2021-10-01;993;0.19852059176329467
2021-10-02;533;0.21817437576749898
2021-10-03;225;0.18734388009991673
2021-10-04;980;0.2047211196991853
2021-10-05;1209;0.195726080621661
2021-10-06;969;0.18146067415730338
2021-10-07;842;0.17865478463823467
2021-10-08;883;0.19133261105092092
2021-10-09;489;0.23865300146412885
2021-10-10;188;0.1857707509881423
2021-10-11;1005;0.22029811486190268
2021-10-12;1229;0.21591707659873507
2021-10-13;1082;0.20115263060048336
2021-10-14;1105;0.2149387278739545
2021-10-15;1438;0.25122292103424176
2021-10-16;632;0.2773146116717859
2021-10-17;364;0.26823876197494473
2021-10-18;1672;0.3192667557762078
2021-10-19;2155;0.29240162822252375
2021-10-20;1852;0.2787057938299473
2021-10-21;1969;0.2864
2021-10-22;2272;0.3025702490344919
2021-10-23;1498;0.3360251233737102
2021-10-24;708;0.3397312859884837
2021-10-25;2296;0.3778801843317972
2021-10-26;3138;0.3774810537712017
2021-10-27;2632;0.358974358974359
2021-10-28;2517;0.37003822405174946
2021-10-29;2991;0.39308713365751086
2021-10-30;1664;0.4208396560445119
2021-10-31;1258;0.4759742716609913
2021-11-01;1136;0.43014009844755774
2021-11-02;3462;0.44630656181513473
2021-11-03;4518;0.44398584905660377
2021-11-04;3779;0.37854352399078434
2021-11-05;3664;0.3799647412630924
2021-11-06;2325;0.42613636363636365
2021-11-07;1288;0.4348413234301148
2021-11-08;3347;0.4391235896090265
2021-11-09;4483;0.42376406087531904
2021-11-10;3573;0.3934155472362916
2021-11-11;3436;0.3764241893076249
2021-11-12;3667;0.39772234273318874
2021-11-13;2369;0.44272098673145205
2021-11-14;1820;0.5327868852459017
2021-11-15;3770;0.4925529135092762
2021-11-16;4283;0.4260419775191485
2021-11-17;3667;0.39759297408652283
2021-11-18;3518;0.4247253410600024
2021-11-19;3239;0.39820506515859355
2021-11-20;2248;0.47396162766181743
2021-11-21;1390;0.5074844833880978
2021-11-22;3400;0.46252210583594067
2021-11-23;3143;0.3644903165951525
2021-11-24;2670;0.37031900138696255
2021-11-25;2367;0.3625919117647059
2021-11-26;2227;0.36229054823491136
2021-11-27;1481;0.4329143525285004
2021-11-28;1039;0.46571044374719855
2021-11-29;2485;0.3950087426482276
2021-11-30;2258;0.32340303637926093
2021-12-01;2128;0.34086176517699823
2021-12-02;1739;0.3144665461121157
2021-12-03;1908;0.3458401305057096
2021-12-04;1116;0.3728700300701637
2021-12-05;775;0.41733979536887456
2021-12-06;1955;0.3563616478308421
2021-12-07;1852;0.28171585031944024
2021-12-08;1688;0.28388832828792465
2021-12-09;1323;0.26192833102355967
2021-12-10;1478;0.2927312339077045
2021-12-11;786;0.3524663677130045
2021-12-12;677;0.38685714285714284
2021-12-13;1716;0.3356150987678467
2021-12-14;1530;0.25910245554614736
2021-12-15;1346;0.27318855287193017
2021-12-16;1281;0.25436854646544876
2021-12-17;1287;0.2873409243134628
2021-12-18;769;0.3398144056562086
2021-12-19;586;0.3785529715762274
2021-12-20;1556;0.31263813542294555
2021-12-21;1255;0.22567883474195288
