2021-10-01;993;0.19852059176329467
2021-10-02;532;0.2177650429799427
2021-10-03;225;0.18734388009991673
2021-10-04;980;0.2047211196991853
2021-10-05;1208;0.19556418973611786
2021-10-06;969;0.18146067415730338
2021-10-07;841;0.17844260555909186
2021-10-08;883;0.19133261105092092
2021-10-09;489;0.23865300146412885
2021-10-10;188;0.1857707509881423
2021-10-11;1005;0.22034641525981144
2021-10-12;1229;0.21591707659873507
2021-10-13;1082;0.20115263060048336
2021-10-14;1104;0.2147442131880957
2021-10-15;1438;0.2512668181023939
2021-10-16;632;0.2773146116717859
2021-10-17;364;0.26843657817109146
2021-10-18;1671;0.31919770773638967
2021-10-19;2153;0.292169900936355
2021-10-20;1851;0.2787230838729107
2021-10-21;1970;0.2866288374799942
2021-10-22;2272;0.30261054874800214
2021-10-23;1498;0.3360251233737102
2021-10-24;708;0.3400576368876081
2021-10-25;2295;0.37790219002140624
2021-10-26;3138;0.3775718926723619
2021-10-27;2632;0.35946462715105165
2021-10-28;2514;0.370195847445148
2021-10-29;2988;0.39284775177491454
2021-10-30;1663;0.4209060997215895
2021-10-31;1258;0.4772382397572079
